Number,cset,alt,Choice,CL,SS,SOS,COST,SQ,Block,Q6K1,Q6K2,Q6K3,Q6K4,Q7FMRB,Q9Ct,Q9LY,Q9F,Q9AT,Q9R,Q9VB,Q9MH,Q9PP,Q10TF,Q10CH,Q10SG,Q10T,Q10AT,Q10CP,Benefit1,Benefit2,Benefit3,Gender1,Tin1,Tin2,FRB,size1,size2,AMED,Quant1,Quant2,Quant3,Quant4,Age1,Age2,Age3,Edu1,Edu2,Edu3,Q5M1,Q5M2,Q5M3,Q5M4,Q5M5,Q5M6,Q5M7,Q5M8,Old_number
61,2,2,1,-1,1,1,530,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,50
61,2,3,0,0,0,0,0,1,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,50
61,3,1,0,1,-1,1,270,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,50
61,3,2,1,-1,-1,1,530,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,50
61,3,3,0,0,0,0,0,1,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,50
61,4,1,0,-1,-1,-1,530,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,50
61,4,2,0,1,1,-1,270,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,50
61,4,3,1,0,0,0,0,1,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,50
62,1,1,0,-1,-1,-1,530,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
62,1,2,1,1,1,1,530,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
62,1,3,0,0,0,0,0,1,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
62,2,1,1,-1,1,1,890,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
62,2,2,0,1,-1,-1,270,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
62,2,3,0,0,0,0,0,1,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
62,3,1,0,1,1,-1,90,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
62,3,2,1,-1,1,1,890,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
62,3,3,0,0,0,0,0,1,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
62,4,1,0,1,1,1,90,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
62,4,2,1,-1,-1,-1,890,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
62,4,3,0,0,0,0,0,1,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
63,1,1,1,-1,1,1,530,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
63,1,2,0,1,1,-1,90,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
63,1,3,0,0,0,0,0,1,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
63,2,1,0,1,1,1,270,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
63,2,2,1,-1,-1,-1,890,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
63,2,3,0,0,0,0,0,1,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
63,3,1,1,1,-1,-1,890,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
63,3,2,0,-1,1,1,270,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
63,3,3,0,0,0,0,0,1,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
63,4,1,0,-1,1,-1,90,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
63,4,2,1,1,-1,1,890,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
63,4,3,0,0,0,0,0,1,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,51
64,1,1,0,-1,1,1,530,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,52
64,1,2,0,1,1,-1,90,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,52
64,1,3,1,0,0,0,0,1,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,52
64,2,1,0,1,1,1,270,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,52
64,2,2,1,-1,-1,-1,890,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,52
64,2,3,0,0,0,0,0,1,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,52
64,3,1,1,1,-1,-1,890,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,52
64,3,2,0,-1,1,1,270,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,52
64,3,3,0,0,0,0,0,1,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,52
64,4,1,0,-1,1,-1,90,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,52
64,4,2,0,1,-1,1,890,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,52
64,4,3,1,0,0,0,0,1,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,52
65,1,1,1,-1,1,1,530,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,52
65,1,2,0,1,1,-1,90,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,52
65,1,3,0,0,0,0,0,1,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,52
65,2,1,0,1,1,1,270,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,52
65,2,2,1,-1,-1,-1,890,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,52
65,2,3,0,0,0,0,0,1,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,52
65,3,1,1,1,-1,-1,890,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,52
65,3,2,0,-1,1,1,270,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,52
65,3,3,0,0,0,0,0,1,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,52
65,4,1,0,-1,1,-1,90,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,52
65,4,2,1,1,-1,1,890,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,52
65,4,3,0,0,0,0,0,1,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,52
66,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53
66,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53
66,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53
66,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53
66,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53
66,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53
66,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53
66,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53
66,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53
66,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53
66,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53
66,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53
67,1,1,1,-1,1,1,530,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,53
67,1,2,0,1,-1,1,90,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,53
67,1,3,0,0,0,0,0,1,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,53
67,2,1,1,1,-1,-1,890,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,53
67,2,2,0,-1,1,-1,90,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,53
67,2,3,0,0,0,0,0,1,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,53
67,3,1,1,1,1,1,890,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,53
67,3,2,0,-1,1,-1,90,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,53
67,3,3,0,0,0,0,0,1,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,53
67,4,1,0,-1,-1,-1,90,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,53
67,4,2,0,1,-1,1,270,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,53
67,4,3,1,0,0,0,0,1,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,53
68,1,1,1,-1,-1,-1,530,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,54
68,1,2,0,1,1,1,530,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,54
68,1,3,0,0,0,0,0,1,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,54
68,2,1,1,-1,1,1,890,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,54
68,2,2,0,1,-1,-1,270,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,54
68,2,3,0,0,0,0,0,1,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,54
68,3,1,0,1,1,-1,90,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,54
68,3,2,1,-1,1,1,890,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,54
68,3,3,0,0,0,0,0,1,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,54
68,4,1,0,1,1,1,90,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,54
68,4,2,1,-1,-1,-1,890,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,54
68,4,3,0,0,0,0,0,1,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,54
69,1,1,1,-1,1,1,530,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,55
69,1,2,0,1,1,-1,90,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,55
69,1,3,0,0,0,0,0,1,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,55
69,2,1,0,1,1,1,270,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,55
69,2,2,1,-1,-1,-1,890,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,55
69,2,3,0,0,0,0,0,1,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,55
69,3,1,0,1,-1,-1,890,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,55
69,3,2,0,-1,1,1,270,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,55
69,3,3,1,0,0,0,0,1,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,55
69,4,1,0,-1,1,-1,90,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,55
69,4,2,1,1,-1,1,890,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,55
69,4,3,0,0,0,0,0,1,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,55
70,1,1,1,-1,1,1,530,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,55
70,1,2,0,1,-1,-1,530,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,55
70,1,3,0,0,0,0,0,1,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,55
70,2,1,0,1,-1,-1,270,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,55
70,2,2,1,-1,1,1,530,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,55
70,2,3,0,0,0,0,0,1,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,55
70,3,1,0,1,-1,1,270,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,55
