Number,cset,alt,Choice,CL,SS,SOS,COST,SQ,Block,Q6K1,Q6K2,Q6K3,Q6K4,Q7FMRB,Q9Ct,Q9LY,Q9F,Q9AT,Q9R,Q9VB,Q9MH,Q9PP,Q10TF,Q10CH,Q10SG,Q10T,Q10AT,Q10CP
48,3,2,0,5,1,-1,90,0,3,0,0,0,0,1,8,1,6,5,4,3,2,7,2,6,4,5,1,3
48,3,3,0,0,0,0,0,1,3,0,0,0,0,1,8,1,6,5,4,3,2,7,2,6,4,5,1,3
48,4,1,0,5,-1,-1,90,0,3,0,0,0,0,1,8,1,6,5,4,3,2,7,2,6,4,5,1,3
48,4,2,1,10,-1,1,270,0,3,0,0,0,0,1,8,1,6,5,4,3,2,7,2,6,4,5,1,3
48,4,3,0,0,0,0,0,1,3,0,0,0,0,1,8,1,6,5,4,3,2,7,2,6,4,5,1,3
49,1,1,1,5,1,1,530,0,1,1,0,0,0,1,4,1,8,2,3,7,5,6,1,4,2,6,3,5
49,1,2,0,10,1,-1,90,0,1,1,0,0,0,1,4,1,8,2,3,7,5,6,1,4,2,6,3,5
49,1,3,0,0,0,0,0,1,1,1,0,0,0,1,4,1,8,2,3,7,5,6,1,4,2,6,3,5
49,2,1,0,10,1,1,270,0,1,1,0,0,0,1,4,1,8,2,3,7,5,6,1,4,2,6,3,5
49,2,2,1,5,-1,-1,890,0,1,1,0,0,0,1,4,1,8,2,3,7,5,6,1,4,2,6,3,5
49,2,3,0,0,0,0,0,1,1,1,0,0,0,1,4,1,8,2,3,7,5,6,1,4,2,6,3,5
49,3,1,1,10,-1,-1,890,0,1,1,0,0,0,1,4,1,8,2,3,7,5,6,1,4,2,6,3,5
49,3,2,0,5,1,1,270,0,1,1,0,0,0,1,4,1,8,2,3,7,5,6,1,4,2,6,3,5
49,3,3,0,0,0,0,0,1,1,1,0,0,0,1,4,1,8,2,3,7,5,6,1,4,2,6,3,5
49,4,1,0,5,1,-1,90,0,1,1,0,0,0,1,4,1,8,2,3,7,5,6,1,4,2,6,3,5
49,4,2,1,10,-1,1,890,0,1,1,0,0,0,1,4,1,8,2,3,7,5,6,1,4,2,6,3,5
49,4,3,0,0,0,0,0,1,1,1,0,0,0,1,4,1,8,2,3,7,5,6,1,4,2,6,3,5
50,1,1,1,5,-1,-1,530,0,4,0,0,0,0,1,5,2,8,1,3,6,7,4,1,6,2,3,4,5
50,1,2,0,10,1,1,530,0,4,0,0,0,0,1,5,2,8,1,3,6,7,4,1,6,2,3,4,5
50,1,3,0,0,0,0,0,1,4,0,0,0,0,1,5,2,8,1,3,6,7,4,1,6,2,3,4,5
50,2,1,1,5,1,1,890,0,4,0,0,0,0,1,5,2,8,1,3,6,7,4,1,6,2,3,4,5
50,2,2,0,10,-1,-1,270,0,4,0,0,0,0,1,5,2,8,1,3,6,7,4,1,6,2,3,4,5
50,2,3,0,0,0,0,0,1,4,0,0,0,0,1,5,2,8,1,3,6,7,4,1,6,2,3,4,5
50,3,1,0,10,1,-1,90,0,4,0,0,0,0,1,5,2,8,1,3,6,7,4,1,6,2,3,4,5
50,3,2,1,5,1,1,890,0,4,0,0,0,0,1,5,2,8,1,3,6,7,4,1,6,2,3,4,5
50,3,3,0,0,0,0,0,1,4,0,0,0,0,1,5,2,8,1,3,6,7,4,1,6,2,3,4,5
50,4,1,0,10,1,1,90,0,4,0,0,0,0,1,5,2,8,1,3,6,7,4,1,6,2,3,4,5
50,4,2,1,5,-1,-1,890,0,4,0,0,0,0,1,5,2,8,1,3,6,7,4,1,6,2,3,4,5
50,4,3,0,0,0,0,0,1,4,0,0,0,0,1,5,2,8,1,3,6,7,4,1,6,2,3,4,5
50,1,1,1,5,1,1,530,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3
50,1,2,0,10,-1,-1,530,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3
50,1,3,0,0,0,0,0,1,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3
50,2,1,0,10,-1,-1,270,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3
50,2,2,1,5,1,1,530,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3
50,2,3,0,0,0,0,0,1,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3
50,3,1,0,10,-1,1,270,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3
50,3,2,1,5,-1,1,530,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3
50,3,3,0,0,0,0,0,1,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3
50,4,1,0,5,-1,-1,530,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3
50,4,2,0,10,1,-1,270,0,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3
50,4,3,1,0,0,0,0,1,2,1,0,0,0,1,4,1,5,2,7,6,8,3,1,5,6,2,4,3
51,1,1,0,5,-1,-1,530,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6
51,1,2,1,10,1,1,530,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6
51,1,3,0,0,0,0,0,1,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6
51,2,1,1,5,1,1,890,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6
51,2,2,0,10,-1,-1,270,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6
51,2,3,0,0,0,0,0,1,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6
51,3,1,0,10,1,-1,90,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6
51,3,2,1,5,1,1,890,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6
51,3,3,0,0,0,0,0,1,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6
51,4,1,0,10,1,1,90,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6
51,4,2,1,5,-1,-1,890,0,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6
51,4,3,0,0,0,0,0,1,4,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6
51,1,1,1,5,1,1,530,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6
51,1,2,0,10,1,-1,90,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6
51,1,3,0,0,0,0,0,1,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6
51,2,1,0,10,1,1,270,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6
51,2,2,1,5,-1,-1,890,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6
51,2,3,0,0,0,0,0,1,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6
51,3,1,1,10,-1,-1,890,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6
51,3,2,0,5,1,1,270,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6
51,3,3,0,0,0,0,0,1,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6
51,4,1,0,5,1,-1,90,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6
51,4,2,1,10,-1,1,890,0,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6
51,4,3,0,0,0,0,0,1,1,1,0,0,0,1,6,5,4,3,7,8,2,1,2,1,3,4,5,6
52,1,1,0,5,1,1,530,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4
52,1,2,0,10,1,-1,90,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4
52,1,3,1,0,0,0,0,1,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4
52,2,1,0,10,1,1,270,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4
52,2,2,1,5,-1,-1,890,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4
52,2,3,0,0,0,0,0,1,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4
52,3,1,1,10,-1,-1,890,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4
52,3,2,0,5,1,1,270,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4
52,3,3,0,0,0,0,0,1,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4
52,4,1,0,5,1,-1,90,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4
52,4,2,0,10,-1,1,890,0,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4
52,4,3,1,0,0,0,0,1,1,1,0,0,0,1,1,8,4,2,3,6,5,7,1,5,6,2,3,4
52,1,1,1,5,1,1,530,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2
52,1,2,0,10,1,-1,90,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2
52,1,3,0,0,0,0,0,1,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2
52,2,1,0,10,1,1,270,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2
52,2,2,1,5,-1,-1,890,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2
52,2,3,0,0,0,0,0,1,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2
52,3,1,1,10,-1,-1,890,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2
52,3,2,0,5,1,1,270,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2
52,3,3,0,0,0,0,0,1,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2
52,4,1,0,5,1,-1,90,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2
52,4,2,1,10,-1,1,890,0,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2
52,4,3,0,0,0,0,0,1,1,0,0,0,0,1,5,1,6,7,8,2,3,4,1,4,5,6,3,2
53,1,1,0,5,1,1,530,0,2,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4
53,1,2,1,10,-1,-1,530,0,2,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4
53,1,3,0,0,0,0,0,1,2,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4
53,2,1,0,10,-1,-1,270,0,2,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4
53,2,2,0,5,1,1,530,0,2,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4
53,2,3,1,0,0,0,0,1,2,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4
53,3,1,0,10,-1,1,270,0,2,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4
53,3,2,0,5,-1,1,530,0,2,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4
53,3,3,1,0,0,0,0,1,2,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4
53,4,1,1,5,-1,-1,530,0,2,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4
53,4,2,0,10,1,-1,270,0,2,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4
53,4,3,0,0,0,0,0,1,2,0,0,1,0,1,1,5,2,4,6,7,3,8,1,6,2,5,3,4
53,1,1,1,5,-1,1,270,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4
53,1,2,0,10,-1,1,90,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4
53,1,3,0,0,0,0,0,1,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4
53,2,1,1,10,-1,-1,890,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4
53,2,2,0,5,1,-1,90,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4
53,2,3,0,0,0,0,0,1,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4
53,3,1,1,10,1,1,890,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4
53,3,2,0,5,1,-1,90,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4
53,3,3,0,0,0,0,0,1,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4
53,4,1,0,5,-1,-1,90,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4
53,4,2,0,10,-1,1,270,0,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4
53,4,3,1,0,0,0,0,1,3,0,0,0,0,1,7,1,2,4,5,8,6,3,1,5,2,6,3,4
54,1,1,1,5,-1,-1,530,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1
54,1,2,0,10,1,1,530,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1
54,1,3,0,0,0,0,0,1,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1
54,2,1,1,5,1,1,890,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1
54,2,2,0,10,-1,-1,270,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1
54,2,3,0,0,0,0,0,1,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1
54,3,1,0,10,1,-1,90,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1
54,3,2,1,5,1,1,890,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1
54,3,3,0,0,0,0,0,1,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1
54,4,1,0,10,1,1,90,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1
54,4,2,1,5,-1,-1,890,0,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1
54,4,3,0,0,0,0,0,1,4,0,0,1,0,1,1,3,2,5,4,8,7,6,4,5,2,3,6,1
55,1,1,1,5,1,1,530,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3
55,1,2,0,10,1,-1,90,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3
55,1,3,0,0,0,0,0,1,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3
55,2,1,0,10,1,1,270,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3
55,2,2,1,5,-1,-1,890,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3
55,2,3,0,0,0,0,0,1,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3
55,3,1,0,10,-1,-1,890,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3
55,3,2,0,5,1,1,270,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3
55,3,3,1,0,0,0,0,1,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3
55,4,1,0,5,1,-1,90,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3
55,4,2,1,10,-1,1,890,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3
55,4,3,0,0,0,0,0,1,1,0,0,1,0,1,1,2,3,4,5,6,7,8,4,5,6,1,2,3
55,1,1,1,5,1,1,530,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5
55,1,2,0,10,-1,-1,530,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5
55,1,3,0,0,0,0,0,1,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5
55,2,1,0,10,-1,-1,270,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5
55,2,2,1,5,1,1,530,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5
55,2,3,0,0,0,0,0,1,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5
55,3,1,0,10,-1,1,270,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5
55,3,2,1,5,-1,1,530,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5
55,3,3,0,0,0,0,0,1,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5
55,4,1,1,5,-1,-1,530,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5
55,4,2,0,10,1,-1,270,0,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5
55,4,3,0,0,0,0,0,1,2,-999,-999,-999,-999,1,1,2,5,3,4,6,8,7,1,3,2,4,6,5
56,1,1,0,5,-1,1,270,0,3,0,0,1,0,1,7,4,3,2,5,8,6,1,1,3,5,4,6,2
56,1,2,0,10,-1,1,90,0,3,0,0,1,0,1,7,4,3,2,5,8,6,1,1,3,5,4,6,2
56,1,3,1,0,0,0,0,1,3,0,0,1,0,1,7,4,3,2,5,8,6,1,1,3,5,4,6,2
56,2,1,0,10,-1,-1,890,0,3,0,0,1,0,1,7,4,3,2,5,8,6,1,1,3,5,4,6,2
56,2,2,0,5,1,-1,90,0,3,0,0,1,0,1,7,4,3,2,5,8,6,1,1,3,5,4,6,2
56,2,3,1,0,0,0,0,1,3,0,0,1,0,1,7,4,3,2,5,8,6,1,1,3,5,4,6,2
56,3,1,0,10,1,1,890,0,3,0,0,1,0,1,7,4,3,2,5,8,6,1,1,3,5,4,6,2
56,3,2,0,5,1,-1,90,0,3,0,0,1,0,1,7,4,3,2,5,8,6,1,1,3,5,4,6,2
56,3,3,1,0,0,0,0,1,3,0,0,1,0,1,7,4,3,2,5,8,6,1,1,3,5,4,6,2
56,4,1,0,5,-1,-1,90,0,3,0,0,1,0,1,7,4,3,2,5,8,6,1,1,3,5,4,6,2
56,4,2,0,10,-1,1,270,0,3,0,0,1,0,1,7,4,3,2,5,8,6,1,1,3,5,4,6,2
56,4,3,1,0,0,0,0,1,3,0,0,1,0,1,7,4,3,2,5,8,6,1,1,3,5,4,6,2
57,1,1,1,5,-1,-1,530,0,4,1,0,0,0,1,6,1,7,8,2,3,4,5,6,4,3,2,1,5
57,1,2,0,10,1,1,530,0,4,1,0,0,0,1,6,1,7,8,2,3,4,5,6,4,3,2,1,5
57,1,3,0,0,0,0,0,1,4,1,0,0,0,1,6,1,7,8,2,3,4,5,6,4,3,2,1,5
57,2,1,0,5,1,1,890,0,4,1,0,0,0,1,6,1,7,8,2,3,4,5,6,4,3,2,1,5
57,2,2,0,10,-1,-1,270,0,4,1,0,0,0,1,6,1,7,8,2,3,4,5,6,4,3,2,1,5
57,2,3,1,0,0,0,0,1,4,1,0,0,0,1,6,1,7,8,2,3,4,5,6,4,3,2,1,5
57,3,1,0,10,1,-1,90,0,4,1,0,0,0,1,6,1,7,8,2,3,4,5,6,4,3,2,1,5
57,3,2,1,5,1,1,890,0,4,1,0,0,0,1,6,1,7,8,2,3,4,5,6,4,3,2,1,5
57,3,3,0,0,0,0,0,1,4,1,0,0,0,1,6,1,7,8,2,3,4,5,6,4,3,2,1,5
57,4,1,0,10,1,1,90,0,4,1,0,0,0,1,6,1,7,8,2,3,4,5,6,4,3,2,1,5
57,4,2,1,5,-1,-1,890,0,4,1,0,0,0,1,6,1,7,8,2,3,4,5,6,4,3,2,1,5
57,4,3,0,0,0,0,0,1,4,1,0,0,0,1,6,1,7,8,2,3,4,5,6,4,3,2,1,5
58,1,1,0,5,1,1,530,0,1,1,0,0,0,1,5,2,1,6,3,4,8,7,5,1,3,2,4,6
58,1,2,0,10,1,-1,90,0,1,1,0,0,0,1,5,2,1,6,3,4,8,7,5,1,3,2,4,6
58,1,3,1,0,0,0,0,1,1,1,0,0,0,1,5,2,1,6,3,4,8,7,5,1,3,2,4,6
58,2,1,0,10,1,1,270,0,1,1,0,0,0,1,5,2,1,6,3,4,8,7,5,1,3,2,4,6
58,2,2,1,5,-1,-1,890,0,1,1,0,0,0,1,5,2,1,6,3,4,8,7,5,1,3,2,4,6
58,2,3,0,0,0,0,0,1,1,1,0,0,0,1,5,2,1,6,3,4,8,7,5,1,3,2,4,6
58,3,1,1,10,-1,-1,890,0,1,1,0,0,0,1,5,2,1,6,3,4,8,7,5,1,3,2,4,6
58,3,2,0,5,1,1,270,0,1,1,0,0,0,1,5,2,1,6,3,4,8,7,5,1,3,2,4,6
58,3,3,0,0,0,0,0,1,1,1,0,0,0,1,5,2,1,6,3,4,8,7,5,1,3,2,4,6
58,4,1,0,5,1,-1,90,0,1,1,0,0,0,1,5,2,1,6,3,4,8,7,5,1,3,2,4,6
58,4,2,1,10,-1,1,890,0,1,1,0,0,0,1,5,2,1,6,3,4,8,7,5,1,3,2,4,6
58,4,3,0,0,0,0,0,1,1,1,0,0,0,1,5,2,1,6,3,4,8,7,5,1,3,2,4,6
58,1,1,1,5,1,1,530,0,2,1,0,0,0,1,2,1,5,3,6,4,8,7,2,1,4,3,6,5
58,1,2,0,10,-1,-1,530,0,2,1,0,0,0,1,2,1,5,3,6,4,8,7,2,1,4,3,6,5
58,1,3,0,0,0,0,0,1,2,1,0,0,0,1,2,1,5,3,6,4,8,7,2,1,4,3,6,5
58,2,1,0,10,-1,-1,270,0,2,1,0,0,0,1,2,1,5,3,6,4,8,7,2,1,4,3,6,5
58,2,2,1,5,1,1,530,0,2,1,0,0,0,1,2,1,5,3,6,4,8,7,2,1,4,3,6,5
58,2,3,0,0,0,0,0,1,2,1,0,0,0,1,2,1,5,3,6,4,8,7,2,1,4,3,6,5
58,3,1,0,10,-1,1,270,0,2,1,0,0,0,1,2,1,5,3,6,4,8,7,2,1,4,3,6,5
58,3,2,1,5,-1,1,530,0,2,1,0,0,0,1,2,1,5,3,6,4,8,7,2,1,4,3,6,5
58,3,3,0,0,0,0,0,1,2,1,0,0,0,1,2,1,5,3,6,4,8,7,2,1,4,3,6,5
58,4,1,0,5,-1,-1,530,0,2,1,0,0,0,1,2,1,5,3,6,4,8,7,2,1,4,3,6,5
58,4,2,0,10,1,-1,270,0,2,1,0,0,0,1,2,1,5,3,6,4,8,7,2,1,4,3,6,5
58,4,3,1,0,0,0,0,1,2,1,0,0,0,1,2,1,5,3,6,4,8,7,2,1,4,3,6,5
59,1,1,0,5,-1,1,270,0,3,1,0,0,0,1,1,2,3,4,5,6,8,7,1,3,2,4,5,6
59,1,2,0,10,-1,1,90,0,3,1,0,0,0,1,1,2,3,4,5,6,8,7,1,3,2,4,5,6
59,1,3,1,0,0,0,0,1,3,1,0,0,0,1,1,2,3,4,5,6,8,7,1,3,2,4,5,6
59,2,1,1,10,-1,-1,890,0,3,1,0,0,0,1,1,2,3,4,5,6,8,7,1,3,2,4,5,6
59,2,2,0,5,1,-1,90,0,3,1,0,0,0,1,1,2,3,4,5,6,8,7,1,3,2,4,5,6
59,2,3,0,0,0,0,0,1,3,1,0,0,0,1,1,2,3,4,5,6,8,7,1,3,2,4,5,6
59,3,1,0,10,1,1,890,0,3,1,0,0,0,1,1,2,3,4,5,6,8,7,1,3,2,4,5,6
59,3,2,0,5,1,-1,90,0,3,1,0,0,0,1,1,2,3,4,5,6,8,7,1,3,2,4,5,6
59,3,3,1,0,0,0,0,1,3,1,0,0,0,1,1,2,3,4,5,6,8,7,1,3,2,4,5,6
59,4,1,0,5,-1,-1,90,0,3,1,0,0,0,1,1,2,3,4,5,6,8,7,1,3,2,4,5,6
59,4,2,0,10,-1,1,270,0,3,1,0,0,0,1,1,2,3,4,5,6,8,7,1,3,2,4,5,6
59,4,3,1,0,0,0,0,1,3,1,0,0,0,1,1,2,3,4,5,6,8,7,1,3,2,4,5,6
60,1,1,1,5,-1,-1,530,0,4,1,0,0,0,1,5,1,4,2,3,7,8,6,6,5,2,4,3,1
60,1,2,0,10,1,1,530,0,4,1,0,0,0,1,5,1,4,2,3,7,8,6,6,5,2,4,3,1
60,1,3,0,0,0,0,0,1,4,1,0,0,0,1,5,1,4,2,3,7,8,6,6,5,2,4,3,1
60,2,1,1,5,1,1,890,0,4,1,0,0,0,1,5,1,4,2,3,7,8,6,6,5,2,4,3,1
60,2,2,0,10,-1,-1,270,0,4,1,0,0,0,1,5,1,4,2,3,7,8,6,6,5,2,4,3,1
60,2,3,0,0,0,0,0,1,4,1,0,0,0,1,5,1,4,2,3,7,8,6,6,5,2,4,3,1
60,3,1,0,10,1,-1,90,0,4,1,0,0,0,1,5,1,4,2,3,7,8,6,6,5,2,4,3,1
60,3,2,1,5,1,1,890,0,4,1,0,0,0,1,5,1,4,2,3,7,8,6,6,5,2,4,3,1
60,3,3,0,0,0,0,0,1,4,1,0,0,0,1,5,1,4,2,3,7,8,6,6,5,2,4,3,1
60,4,1,0,10,1,1,90,0,4,1,0,0,0,1,5,1,4,2,3,7,8,6,6,5,2,4,3,1
60,4,2,1,5,-1,-1,890,0,4,1,0,0,0,1,5,1,4,2,3,7,8,6,6,5,2,4,3,1
60,4,3,0,0,0,0,0,1,4,1,0,0,0,1,5,1,4,2,3,7,8,6,6,5,2,4,3,1
60,1,1,1,5,1,1,530,0,1,0,0,0,0,1,6,1,8,3,7,5,4,2,-999,-999,-999,-999,-999,1
60,1,2,0,10,1,-1,90,0,1,0,0,0,0,1,6,1,8,3,7,5,4,2,-999,-999,-999,-999,-999,1
60,1,3,0,0,0,0,0,1,1,0,0,0,0,1,6,1,8,3,7,5,4,2,-999,-999,-999,-999,-999,1
60,2,1,0,10,1,1,270,0,1,0,0,0,0,1,6,1,8,3,7,5,4,2,-999,-999,-999,-999,-999,1
60,2,2,1,5,-1,-1,890,0,1,0,0,0,0,1,6,1,8,3,7,5,4,2,-999,-999,-999,-999,-999,1
60,2,3,0,0,0,0,0,1,1,0,0,0,0,1,6,1,8,3,7,5,4,2,-999,-999,-999,-999,-999,1
60,3,1,0,10,-1,-1,890,0,1,0,0,0,0,1,6,1,8,3,7,5,4,2,-999,-999,-999,-999,-999,1
60,3,2,0,5,1,1,270,0,1,0,0,0,0,1,6,1,8,3,7,5,4,2,-999,-999,-999,-999,-999,1
60,3,3,1,0,0,0,0,1,1,0,0,0,0,1,6,1,8,3,7,5,4,2,-999,-999,-999,-999,-999,1
60,4,1,1,5,1,-1,90,0,1,0,0,0,0,1,6,1,8,3,7,5,4,2,-999,-999,-999,-999,-999,1
60,4,2,0,10,-1,1,890,0,1,0,0,0,0,1,6,1,8,3,7,5,4,2,-999,-999,-999,-999,-999,1
60,4,3,0,0,0,0,0,1,1,0,0,0,0,1,6,1,8,3,7,5,4,2,-999,-999,-999,-999,-999,1
61,1,1,1,5,-1,1,270,0,3,0,0,0,0,1,4,5,1,2,3,7,8,6,4,1,2,6,3,5
