Number,cset,alt,Choice,CL,SS,SOS,COST,SQ,Block,Q6K1,Q6K2,Q6K3,Q6K4,Q7FMRB,Q9Ct,Q9LY,Q9F,Q9AT,Q9R,Q9VB,Q9MH,Q9PP,Q10TF,Q10CH,Q10SG,Q10T,Q10AT,Q10CP
19,4,1,0,10,-1,1,530,0,3,1,0,1,0,1,7,4,3,1,2,8,5,6,4,5,1,2,3,6
19,4,2,1,5,1,-1,890,0,3,1,0,1,0,1,7,4,3,1,2,8,5,6,4,5,1,2,3,6
19,4,3,0,0,0,0,0,1,3,1,0,1,0,1,7,4,3,1,2,8,5,6,4,5,1,2,3,6
19,1,1,1,5,-1,-1,890,0,2,0,0,1,0,1,8,1,6,7,3,4,5,2,4,6,5,3,2,1
19,1,2,0,10,1,1,90,0,2,0,0,1,0,1,8,1,6,7,3,4,5,2,4,6,5,3,2,1
19,1,3,0,0,0,0,0,1,2,0,0,1,0,1,8,1,6,7,3,4,5,2,4,6,5,3,2,1
19,2,1,1,5,1,1,530,0,2,0,0,1,0,1,8,1,6,7,3,4,5,2,4,6,5,3,2,1
19,2,2,0,10,-1,-1,890,0,2,0,0,1,0,1,8,1,6,7,3,4,5,2,4,6,5,3,2,1
19,2,3,0,0,0,0,0,1,2,0,0,1,0,1,8,1,6,7,3,4,5,2,4,6,5,3,2,1
19,3,1,0,10,-1,-1,270,0,2,0,0,1,0,1,8,1,6,7,3,4,5,2,4,6,5,3,2,1
19,3,2,1,5,1,1,530,0,2,0,0,1,0,1,8,1,6,7,3,4,5,2,4,6,5,3,2,1
19,3,3,0,0,0,0,0,1,2,0,0,1,0,1,8,1,6,7,3,4,5,2,4,6,5,3,2,1
19,4,1,0,10,1,1,90,0,2,0,0,1,0,1,8,1,6,7,3,4,5,2,4,6,5,3,2,1
19,4,2,1,5,-1,-1,270,0,2,0,0,1,0,1,8,1,6,7,3,4,5,2,4,6,5,3,2,1
19,4,3,0,0,0,0,0,1,2,0,0,1,0,1,8,1,6,7,3,4,5,2,4,6,5,3,2,1
20,1,1,1,5,-1,1,270,0,3,-999,-999,-999,-999,1,3,2,8,7,6,1,5,4,1,4,2,3,6,5
20,1,2,0,10,-1,1,90,0,3,-999,-999,-999,-999,1,3,2,8,7,6,1,5,4,1,4,2,3,6,5
20,1,3,0,0,0,0,0,1,3,-999,-999,-999,-999,1,3,2,8,7,6,1,5,4,1,4,2,3,6,5
20,2,1,0,10,-1,-1,890,0,3,-999,-999,-999,-999,1,3,2,8,7,6,1,5,4,1,4,2,3,6,5
20,2,2,1,5,1,-1,90,0,3,-999,-999,-999,-999,1,3,2,8,7,6,1,5,4,1,4,2,3,6,5
20,2,3,0,0,0,0,0,1,3,-999,-999,-999,-999,1,3,2,8,7,6,1,5,4,1,4,2,3,6,5
20,3,1,0,10,1,1,890,0,3,-999,-999,-999,-999,1,3,2,8,7,6,1,5,4,1,4,2,3,6,5
20,3,2,1,5,1,-1,90,0,3,-999,-999,-999,-999,1,3,2,8,7,6,1,5,4,1,4,2,3,6,5
20,3,3,0,0,0,0,0,1,3,-999,-999,-999,-999,1,3,2,8,7,6,1,5,4,1,4,2,3,6,5
20,4,1,1,5,-1,-1,90,0,3,-999,-999,-999,-999,1,3,2,8,7,6,1,5,4,1,4,2,3,6,5
20,4,2,0,10,-1,1,270,0,3,-999,-999,-999,-999,1,3,2,8,7,6,1,5,4,1,4,2,3,6,5
20,4,3,0,0,0,0,0,1,3,-999,-999,-999,-999,1,3,2,8,7,6,1,5,4,1,4,2,3,6,5
21,1,1,1,5,-1,1,270,0,3,0,0,0,0,1,7,1,4,6,2,3,8,5,5,3,1,6,2,4
21,1,2,0,10,-1,1,90,0,3,0,0,0,0,1,7,1,4,6,2,3,8,5,5,3,1,6,2,4
21,1,3,0,0,0,0,0,1,3,0,0,0,0,1,7,1,4,6,2,3,8,5,5,3,1,6,2,4
21,2,1,1,10,-1,-1,890,0,3,0,0,0,0,1,7,1,4,6,2,3,8,5,5,3,1,6,2,4
21,2,2,0,5,1,-1,90,0,3,0,0,0,0,1,7,1,4,6,2,3,8,5,5,3,1,6,2,4
21,2,3,0,0,0,0,0,1,3,0,0,0,0,1,7,1,4,6,2,3,8,5,5,3,1,6,2,4
21,3,1,1,10,1,1,890,0,3,0,0,0,0,1,7,1,4,6,2,3,8,5,5,3,1,6,2,4
21,3,2,0,5,1,-1,90,0,3,0,0,0,0,1,7,1,4,6,2,3,8,5,5,3,1,6,2,4
21,3,3,0,0,0,0,0,1,3,0,0,0,0,1,7,1,4,6,2,3,8,5,5,3,1,6,2,4
21,4,1,0,5,-1,-1,90,0,3,0,0,0,0,1,7,1,4,6,2,3,8,5,5,3,1,6,2,4
21,4,2,1,10,-1,1,270,0,3,0,0,0,0,1,7,1,4,6,2,3,8,5,5,3,1,6,2,4
21,4,3,0,0,0,0,0,1,3,0,0,0,0,1,7,1,4,6,2,3,8,5,5,3,1,6,2,4
22,1,1,1,5,1,1,530,0,1,0,0,0,0,1,8,1,2,6,5,7,4,3,1,6,3,2,5,4
22,1,2,0,10,1,-1,90,0,1,0,0,0,0,1,8,1,2,6,5,7,4,3,1,6,3,2,5,4
22,1,3,0,0,0,0,0,1,1,0,0,0,0,1,8,1,2,6,5,7,4,3,1,6,3,2,5,4
22,2,1,0,10,1,1,270,0,1,0,0,0,0,1,8,1,2,6,5,7,4,3,1,6,3,2,5,4
22,2,2,1,5,-1,-1,890,0,1,0,0,0,0,1,8,1,2,6,5,7,4,3,1,6,3,2,5,4
22,2,3,0,0,0,0,0,1,1,0,0,0,0,1,8,1,2,6,5,7,4,3,1,6,3,2,5,4
22,3,1,0,10,-1,-1,890,0,1,0,0,0,0,1,8,1,2,6,5,7,4,3,1,6,3,2,5,4
22,3,2,1,5,1,1,270,0,1,0,0,0,0,1,8,1,2,6,5,7,4,3,1,6,3,2,5,4
22,3,3,0,0,0,0,0,1,1,0,0,0,0,1,8,1,2,6,5,7,4,3,1,6,3,2,5,4
22,4,1,0,5,1,-1,90,0,1,0,0,0,0,1,8,1,2,6,5,7,4,3,1,6,3,2,5,4
22,4,2,1,10,-1,1,890,0,1,0,0,0,0,1,8,1,2,6,5,7,4,3,1,6,3,2,5,4
22,4,3,0,0,0,0,0,1,1,0,0,0,0,1,8,1,2,6,5,7,4,3,1,6,3,2,5,4
23,1,1,1,5,1,1,530,0,2,1,0,0,0,1,1,2,7,8,4,5,6,3,5,1,2,6,3,4
23,1,2,0,10,-1,-1,530,0,2,1,0,0,0,1,1,2,7,8,4,5,6,3,5,1,2,6,3,4
23,1,3,0,0,0,0,0,1,2,1,0,0,0,1,1,2,7,8,4,5,6,3,5,1,2,6,3,4
23,2,1,0,10,-1,-1,270,0,2,1,0,0,0,1,1,2,7,8,4,5,6,3,5,1,2,6,3,4
23,2,2,1,5,1,1,530,0,2,1,0,0,0,1,1,2,7,8,4,5,6,3,5,1,2,6,3,4
23,2,3,0,0,0,0,0,1,2,1,0,0,0,1,1,2,7,8,4,5,6,3,5,1,2,6,3,4
23,3,1,0,10,-1,1,270,0,2,1,0,0,0,1,1,2,7,8,4,5,6,3,5,1,2,6,3,4
23,3,2,1,5,-1,1,530,0,2,1,0,0,0,1,1,2,7,8,4,5,6,3,5,1,2,6,3,4
23,3,3,0,0,0,0,0,1,2,1,0,0,0,1,1,2,7,8,4,5,6,3,5,1,2,6,3,4
23,4,1,1,5,-1,-1,530,0,2,1,0,0,0,1,1,2,7,8,4,5,6,3,5,1,2,6,3,4
23,4,2,0,10,1,-1,270,0,2,1,0,0,0,1,1,2,7,8,4,5,6,3,5,1,2,6,3,4
23,4,3,0,0,0,0,0,1,2,1,0,0,0,1,1,2,7,8,4,5,6,3,5,1,2,6,3,4
24,1,1,0,5,-1,-1,530,0,4,1,0,0,0,1,2,1,8,7,3,6,4,5,1,5,6,4,2,3
24,1,2,1,10,1,1,530,0,4,1,0,0,0,1,2,1,8,7,3,6,4,5,1,5,6,4,2,3
24,1,3,0,0,0,0,0,1,4,1,0,0,0,1,2,1,8,7,3,6,4,5,1,5,6,4,2,3
24,2,1,1,5,1,1,890,0,4,1,0,0,0,1,2,1,8,7,3,6,4,5,1,5,6,4,2,3
24,2,2,0,10,-1,-1,270,0,4,1,0,0,0,1,2,1,8,7,3,6,4,5,1,5,6,4,2,3
24,2,3,0,0,0,0,0,1,4,1,0,0,0,1,2,1,8,7,3,6,4,5,1,5,6,4,2,3
24,3,1,0,10,1,-1,90,0,4,1,0,0,0,1,2,1,8,7,3,6,4,5,1,5,6,4,2,3
24,3,2,1,5,1,1,890,0,4,1,0,0,0,1,2,1,8,7,3,6,4,5,1,5,6,4,2,3
24,3,3,0,0,0,0,0,1,4,1,0,0,0,1,2,1,8,7,3,6,4,5,1,5,6,4,2,3
24,4,1,0,10,1,1,90,0,4,1,0,0,0,1,2,1,8,7,3,6,4,5,1,5,6,4,2,3
24,4,2,1,5,-1,-1,890,0,4,1,0,0,0,1,2,1,8,7,3,6,4,5,1,5,6,4,2,3
24,4,3,0,0,0,0,0,1,4,1,0,0,0,1,2,1,8,7,3,6,4,5,1,5,6,4,2,3
25,1,1,1,5,-1,1,270,0,3,1,0,0,0,1,7,2,8,4,5,6,3,1,3,5,6,2,4,1
25,1,2,0,10,-1,1,90,0,3,1,0,0,0,1,7,2,8,4,5,6,3,1,3,5,6,2,4,1
25,1,3,0,0,0,0,0,1,3,1,0,0,0,1,7,2,8,4,5,6,3,1,3,5,6,2,4,1
25,2,1,1,10,-1,-1,890,0,3,1,0,0,0,1,7,2,8,4,5,6,3,1,3,5,6,2,4,1
25,2,2,0,5,1,-1,90,0,3,1,0,0,0,1,7,2,8,4,5,6,3,1,3,5,6,2,4,1
25,2,3,0,0,0,0,0,1,3,1,0,0,0,1,7,2,8,4,5,6,3,1,3,5,6,2,4,1
25,3,1,1,10,1,1,890,0,3,1,0,0,0,1,7,2,8,4,5,6,3,1,3,5,6,2,4,1
25,3,2,0,5,1,-1,90,0,3,1,0,0,0,1,7,2,8,4,5,6,3,1,3,5,6,2,4,1
25,3,3,0,0,0,0,0,1,3,1,0,0,0,1,7,2,8,4,5,6,3,1,3,5,6,2,4,1
25,4,1,0,5,-1,-1,90,0,3,1,0,0,0,1,7,2,8,4,5,6,3,1,3,5,6,2,4,1
25,4,2,1,10,-1,1,270,0,3,1,0,0,0,1,7,2,8,4,5,6,3,1,3,5,6,2,4,1
25,4,3,0,0,0,0,0,1,3,1,0,0,0,1,7,2,8,4,5,6,3,1,3,5,6,2,4,1
26,1,1,1,5,-1,-1,530,0,4,1,0,0,0,1,7,2,5,4,1,6,3,8,1,5,2,6,4,3
26,1,2,0,10,1,1,530,0,4,1,0,0,0,1,7,2,5,4,1,6,3,8,1,5,2,6,4,3
26,1,3,0,0,0,0,0,1,4,1,0,0,0,1,7,2,5,4,1,6,3,8,1,5,2,6,4,3
26,2,1,0,5,1,1,890,0,4,1,0,0,0,1,7,2,5,4,1,6,3,8,1,5,2,6,4,3
26,2,2,1,10,-1,-1,270,0,4,1,0,0,0,1,7,2,5,4,1,6,3,8,1,5,2,6,4,3
26,2,3,0,0,0,0,0,1,4,1,0,0,0,1,7,2,5,4,1,6,3,8,1,5,2,6,4,3
26,3,1,0,10,1,-1,90,0,4,1,0,0,0,1,7,2,5,4,1,6,3,8,1,5,2,6,4,3
26,3,2,0,5,1,1,890,0,4,1,0,0,0,1,7,2,5,4,1,6,3,8,1,5,2,6,4,3
26,3,3,1,0,0,0,0,1,4,1,0,0,0,1,7,2,5,4,1,6,3,8,1,5,2,6,4,3
26,4,1,0,10,1,1,90,0,4,1,0,0,0,1,7,2,5,4,1,6,3,8,1,5,2,6,4,3
26,4,2,1,5,-1,-1,890,0,4,1,0,0,0,1,7,2,5,4,1,6,3,8,1,5,2,6,4,3
26,4,3,0,0,0,0,0,1,4,1,0,0,0,1,7,2,5,4,1,6,3,8,1,5,2,6,4,3
26,1,1,1,5,-1,-1,530,0,4,-999,-999,-999,-999,1,8,1,6,2,5,7,4,3,5,6,1,4,2,3
26,1,2,0,10,1,1,530,0,4,-999,-999,-999,-999,1,8,1,6,2,5,7,4,3,5,6,1,4,2,3
26,1,3,0,0,0,0,0,1,4,-999,-999,-999,-999,1,8,1,6,2,5,7,4,3,5,6,1,4,2,3
26,2,1,0,5,1,1,890,0,4,-999,-999,-999,-999,1,8,1,6,2,5,7,4,3,5,6,1,4,2,3
26,2,2,0,10,-1,-1,270,0,4,-999,-999,-999,-999,1,8,1,6,2,5,7,4,3,5,6,1,4,2,3
26,2,3,1,0,0,0,0,1,4,-999,-999,-999,-999,1,8,1,6,2,5,7,4,3,5,6,1,4,2,3
26,3,1,0,10,1,-1,90,0,4,-999,-999,-999,-999,1,8,1,6,2,5,7,4,3,5,6,1,4,2,3
26,3,2,0,5,1,1,890,0,4,-999,-999,-999,-999,1,8,1,6,2,5,7,4,3,5,6,1,4,2,3
26,3,3,1,0,0,0,0,1,4,-999,-999,-999,-999,1,8,1,6,2,5,7,4,3,5,6,1,4,2,3
26,4,1,0,10,1,1,90,0,4,-999,-999,-999,-999,1,8,1,6,2,5,7,4,3,5,6,1,4,2,3
26,4,2,1,5,-1,-1,890,0,4,-999,-999,-999,-999,1,8,1,6,2,5,7,4,3,5,6,1,4,2,3
26,4,3,0,0,0,0,0,1,4,-999,-999,-999,-999,1,8,1,6,2,5,7,4,3,5,6,1,4,2,3
27,1,1,1,5,-1,-1,530,0,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4
27,1,2,0,10,1,1,530,0,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4
27,1,3,0,0,0,0,0,1,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4
27,2,1,0,5,1,1,890,0,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4
27,2,2,0,10,-1,-1,270,0,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4
27,2,3,1,0,0,0,0,1,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4
27,3,1,0,10,1,-1,90,0,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4
27,3,2,0,5,1,1,890,0,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4
27,3,3,1,0,0,0,0,1,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4
27,4,1,0,10,1,1,90,0,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4
27,4,2,1,5,-1,-1,890,0,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4
27,4,3,0,0,0,0,0,1,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4
27,1,1,1,5,-1,-1,530,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6
27,1,2,0,10,1,1,530,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6
27,1,3,0,0,0,0,0,1,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6
27,2,1,1,5,1,1,890,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6
27,2,2,0,10,-1,-1,270,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6
27,2,3,0,0,0,0,0,1,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6
27,3,1,0,10,1,-1,90,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6
27,3,2,1,5,1,1,890,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6
27,3,3,0,0,0,0,0,1,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6
27,4,1,0,10,1,1,90,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6
27,4,2,0,5,-1,-1,890,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6
27,4,3,1,0,0,0,0,1,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6
28,1,1,0,5,1,1,530,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6
28,1,2,1,10,-1,-1,530,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6
28,1,3,0,0,0,0,0,1,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6
28,2,1,1,10,-1,-1,270,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6
28,2,2,0,5,1,1,530,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6
28,2,3,0,0,0,0,0,1,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6
28,3,1,0,10,-1,1,270,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6
28,3,2,0,5,-1,1,530,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6
28,3,3,1,0,0,0,0,1,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6
28,4,1,1,5,-1,-1,530,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6
28,4,2,0,10,1,-1,270,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6
28,4,3,0,0,0,0,0,1,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6
29,1,1,1,5,1,1,530,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5
29,1,2,0,10,1,-1,90,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5
29,1,3,0,0,0,0,0,1,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5
29,2,1,0,10,1,1,270,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5
29,2,2,1,5,-1,-1,890,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5
29,2,3,0,0,0,0,0,1,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5
29,3,1,1,10,-1,-1,890,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5
29,3,2,0,5,1,1,270,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5
29,3,3,0,0,0,0,0,1,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5
29,4,1,0,5,1,-1,90,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5
29,4,2,1,10,-1,1,890,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5
29,4,3,0,0,0,0,0,1,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5
30,1,1,1,5,1,1,530,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5
30,1,2,0,10,1,-1,90,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5
30,1,3,0,0,0,0,0,1,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5
30,2,1,0,10,1,1,270,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5
30,2,2,1,5,-1,-1,890,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5
30,2,3,0,0,0,0,0,1,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5
30,3,1,1,10,-1,-1,890,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5
30,3,2,0,5,1,1,270,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5
30,3,3,0,0,0,0,0,1,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5
30,4,1,1,5,1,-1,90,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5
30,4,2,0,10,-1,1,890,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5
30,4,3,0,0,0,0,0,1,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5
31,1,1,1,5,-1,1,270,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3
31,1,2,0,10,-1,1,90,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3
31,1,3,0,0,0,0,0,1,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3
31,2,1,1,10,-1,-1,890,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3
31,2,2,0,5,1,-1,90,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3
31,2,3,0,0,0,0,0,1,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3
31,3,1,0,10,1,1,890,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3
31,3,2,1,5,1,-1,90,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3
31,3,3,0,0,0,0,0,1,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3
31,4,1,1,5,-1,-1,90,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3
31,4,2,0,10,-1,1,270,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3
31,4,3,0,0,0,0,0,1,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3
32,1,1,1,5,-1,1,270,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5
32,1,2,0,10,-1,1,90,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5
32,1,3,0,0,0,0,0,1,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5
32,2,1,0,10,-1,-1,890,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5
32,2,2,1,5,1,-1,90,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5
32,2,3,0,0,0,0,0,1,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5
32,3,1,1,10,1,1,890,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5
32,3,2,0,5,1,-1,90,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5
32,3,3,0,0,0,0,0,1,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5
32,4,1,0,5,-1,-1,90,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5
32,4,2,1,10,-1,1,270,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5
32,4,3,0,0,0,0,0,1,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5
32,1,1,0,5,1,1,530,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4
32,1,2,0,10,1,-1,90,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4
32,1,3,1,0,0,0,0,1,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4
32,2,1,0,10,1,1,270,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4
32,2,2,1,5,-1,-1,890,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4
32,2,3,0,0,0,0,0,1,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4
32,3,1,1,10,-1,-1,890,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4
32,3,2,0,5,1,1,270,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4
32,3,3,0,0,0,0,0,1,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4
32,4,1,0,5,1,-1,90,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4
32,4,2,0,10,-1,1,890,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4
32,4,3,1,0,0,0,0,1,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4
33,1,1,0,5,1,1,530,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2
33,1,2,1,10,-1,-1,530,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2
33,1,3,0,0,0,0,0,1,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2
33,2,1,0,10,-1,-1,270,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2
33,2,2,0,5,1,1,530,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2
33,2,3,1,0,0,0,0,1,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2
33,3,1,0,10,-1,1,270,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2
33,3,2,0,5,-1,1,530,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2
33,3,3,1,0,0,0,0,1,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2
33,4,1,1,5,-1,-1,530,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2
33,4,2,0,10,1,-1,270,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2
33,4,3,0,0,0,0,0,1,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2
34,1,1,1,5,1,1,530,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4
34,1,2,0,10,1,-1,90,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4
34,1,3,0,0,0,0,0,1,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4
34,2,1,0,10,1,1,270,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4
34,2,2,1,5,-1,-1,890,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4
34,2,3,0,0,0,0,0,1,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4
34,3,1,1,10,-1,-1,890,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4
34,3,2,0,5,1,1,270,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4
34,3,3,0,0,0,0,0,1,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4
34,4,1,0,5,1,-1,90,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4
34,4,2,1,10,-1,1,890,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4
34,4,3,0,0,0,0,0,1,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4
35,1,1,0,5,1,1,530,0,2,0,0,0,0,1,6,5,1,8,2,7,3,4,1,6,4,3,5,2
