Number,cset,alt,Choice,CL,SS,SOS,COST,SQ,Block,Q6K1,Q6K2,Q6K3,Q6K4,Age1,Age2,Age3,Edu1,Edu2,Edu3,Tin1,Tin2,FRB,size1,size2,AMED,Quant1,Quant2,Quant3,Quant4,Benefit1,Benefit2,Benefit3,Gender1,Gender2,Q5M1,Q5M2,Q5M3,Q5M4,Q5M5,Q5M6,Q5M7,Q5M8,Q9Ct,Q9LY,Q9F,Q9AT,Q9R,Q9VB,Q9MH,Q9PP,Q10TF,Q10CH,Q10SG,Q10T,Q10AT,Q10CP,Old_Number
10,1,1,1,-1,1,1,6,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,1,2,3,5,8,1,2,6,5,3,4,10
10,1,2,0,1,1,-1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,1,2,3,5,8,1,2,6,5,3,4,10
10,1,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,1,2,3,5,8,1,2,6,5,3,4,10
10,2,1,0,1,1,1,3,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,1,2,3,5,8,1,2,6,5,3,4,10
10,2,2,1,-1,-1,-1,10,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,1,2,3,5,8,1,2,6,5,3,4,10
10,2,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,1,2,3,5,8,1,2,6,5,3,4,10
10,3,1,0,1,-1,-1,10,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,1,2,3,5,8,1,2,6,5,3,4,10
10,3,2,1,-1,1,1,3,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,1,2,3,5,8,1,2,6,5,3,4,10
10,3,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,1,2,3,5,8,1,2,6,5,3,4,10
10,4,1,0,-1,1,-1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,1,2,3,5,8,1,2,6,5,3,4,10
10,4,2,1,1,-1,1,10,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,1,2,3,5,8,1,2,6,5,3,4,10
10,4,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,6,4,7,1,2,3,5,8,1,2,6,5,3,4,10
11,1,1,0,-1,-1,-1,6,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,8,4,7,1,2,6,3,5,1,6,5,4,2,3,11
11,1,2,1,1,1,1,6,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,8,4,7,1,2,6,3,5,1,6,5,4,2,3,11
11,1,3,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,8,4,7,1,2,6,3,5,1,6,5,4,2,3,11
11,2,1,1,-1,1,1,10,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,8,4,7,1,2,6,3,5,1,6,5,4,2,3,11
11,2,2,0,1,-1,-1,3,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,8,4,7,1,2,6,3,5,1,6,5,4,2,3,11
11,2,3,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,8,4,7,1,2,6,3,5,1,6,5,4,2,3,11
11,3,1,0,1,1,-1,1,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,8,4,7,1,2,6,3,5,1,6,5,4,2,3,11
11,3,2,1,-1,1,1,10,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,8,4,7,1,2,6,3,5,1,6,5,4,2,3,11
11,3,3,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,8,4,7,1,2,6,3,5,1,6,5,4,2,3,11
11,4,1,1,1,1,1,1,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,8,4,7,1,2,6,3,5,1,6,5,4,2,3,11
11,4,2,0,-1,-1,-1,10,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,8,4,7,1,2,6,3,5,1,6,5,4,2,3,11
11,4,3,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,8,4,7,1,2,6,3,5,1,6,5,4,2,3,11
12,1,1,1,-1,1,1,6,0,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,4,5,6,7,1,3,2,8,3,1,5,4,6,2,12
12,1,2,0,1,-1,-1,6,0,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,4,5,6,7,1,3,2,8,3,1,5,4,6,2,12
12,1,3,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,4,5,6,7,1,3,2,8,3,1,5,4,6,2,12
12,2,1,0,1,-1,-1,3,0,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,4,5,6,7,1,3,2,8,3,1,5,4,6,2,12
12,2,2,1,-1,1,1,6,0,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,4,5,6,7,1,3,2,8,3,1,5,4,6,2,12
12,2,3,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,4,5,6,7,1,3,2,8,3,1,5,4,6,2,12
12,3,1,0,1,-1,1,3,0,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,4,5,6,7,1,3,2,8,3,1,5,4,6,2,12
12,3,2,1,-1,-1,1,6,0,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,4,5,6,7,1,3,2,8,3,1,5,4,6,2,12
12,3,3,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,4,5,6,7,1,3,2,8,3,1,5,4,6,2,12
12,4,1,1,-1,-1,-1,6,0,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,4,5,6,7,1,3,2,8,3,1,5,4,6,2,12
12,4,2,0,1,1,-1,3,0,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,4,5,6,7,1,3,2,8,3,1,5,4,6,2,12
12,4,3,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,4,5,6,7,1,3,2,8,3,1,5,4,6,2,12
13,1,1,1,-1,-1,1,3,0,3,-999,-999,-999,-999,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,3,2,8,7,6,1,5,4,1,4,2,3,6,5,13
13,1,2,0,1,-1,1,1,0,3,-999,-999,-999,-999,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,3,2,8,7,6,1,5,4,1,4,2,3,6,5,13
13,1,3,0,0,0,0,0,1,3,-999,-999,-999,-999,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,3,2,8,7,6,1,5,4,1,4,2,3,6,5,13
13,2,1,0,1,-1,-1,10,0,3,-999,-999,-999,-999,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,3,2,8,7,6,1,5,4,1,4,2,3,6,5,13
13,2,2,1,-1,1,-1,1,0,3,-999,-999,-999,-999,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,3,2,8,7,6,1,5,4,1,4,2,3,6,5,13
13,2,3,0,0,0,0,0,1,3,-999,-999,-999,-999,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,3,2,8,7,6,1,5,4,1,4,2,3,6,5,13
13,3,1,0,1,1,1,10,0,3,-999,-999,-999,-999,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,3,2,8,7,6,1,5,4,1,4,2,3,6,5,13
13,3,2,1,-1,1,-1,1,0,3,-999,-999,-999,-999,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,3,2,8,7,6,1,5,4,1,4,2,3,6,5,13
13,3,3,0,0,0,0,0,1,3,-999,-999,-999,-999,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,3,2,8,7,6,1,5,4,1,4,2,3,6,5,13
13,4,1,1,-1,-1,-1,1,0,3,-999,-999,-999,-999,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,3,2,8,7,6,1,5,4,1,4,2,3,6,5,13
13,4,2,0,1,-1,1,3,0,3,-999,-999,-999,-999,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,3,2,8,7,6,1,5,4,1,4,2,3,6,5,13
13,4,3,0,0,0,0,0,1,3,-999,-999,-999,-999,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,3,2,8,7,6,1,5,4,1,4,2,3,6,5,13
14,1,1,0,-1,1,1,6,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,1,2,6,3,7,5,8,4,1,2,4,3,5,6,14
14,1,2,0,1,1,-1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,1,2,6,3,7,5,8,4,1,2,4,3,5,6,14
14,1,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,1,2,6,3,7,5,8,4,1,2,4,3,5,6,14
14,2,1,0,1,1,1,3,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,1,2,6,3,7,5,8,4,1,2,4,3,5,6,14
14,2,2,1,-1,-1,-1,10,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,1,2,6,3,7,5,8,4,1,2,4,3,5,6,14
14,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,1,2,6,3,7,5,8,4,1,2,4,3,5,6,14
14,3,1,1,1,-1,-1,10,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,1,2,6,3,7,5,8,4,1,2,4,3,5,6,14
14,3,2,0,-1,1,1,3,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,1,2,6,3,7,5,8,4,1,2,4,3,5,6,14
14,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,1,2,6,3,7,5,8,4,1,2,4,3,5,6,14
14,4,1,0,-1,1,-1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,1,2,6,3,7,5,8,4,1,2,4,3,5,6,14
14,4,2,0,1,-1,1,10,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,1,2,6,3,7,5,8,4,1,2,4,3,5,6,14
14,4,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,1,2,6,3,7,5,8,4,1,2,4,3,5,6,14
15,1,1,1,-1,1,1,6,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,8,4,5,6,3,5,1,2,6,3,4,15
15,1,2,0,1,-1,-1,6,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,8,4,5,6,3,5,1,2,6,3,4,15
15,1,3,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,8,4,5,6,3,5,1,2,6,3,4,15
15,2,1,0,1,-1,-1,3,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,8,4,5,6,3,5,1,2,6,3,4,15
15,2,2,1,-1,1,1,6,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,8,4,5,6,3,5,1,2,6,3,4,15
15,2,3,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,8,4,5,6,3,5,1,2,6,3,4,15
15,3,1,0,1,-1,1,3,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,8,4,5,6,3,5,1,2,6,3,4,15
15,3,2,1,-1,-1,1,6,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,8,4,5,6,3,5,1,2,6,3,4,15
15,3,3,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,8,4,5,6,3,5,1,2,6,3,4,15
15,4,1,1,-1,-1,-1,6,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,8,4,5,6,3,5,1,2,6,3,4,15
15,4,2,0,1,1,-1,3,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,8,4,5,6,3,5,1,2,6,3,4,15
15,4,3,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,1,2,7,8,4,5,6,3,5,1,2,6,3,4,15
16,1,1,0,-1,-1,-1,6,0,4,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,8,7,3,6,4,5,1,5,6,4,2,3,16
16,1,2,1,1,1,1,6,0,4,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,8,7,3,6,4,5,1,5,6,4,2,3,16
16,1,3,0,0,0,0,0,1,4,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,8,7,3,6,4,5,1,5,6,4,2,3,16
16,2,1,1,-1,1,1,10,0,4,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,8,7,3,6,4,5,1,5,6,4,2,3,16
16,2,2,0,1,-1,-1,3,0,4,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,8,7,3,6,4,5,1,5,6,4,2,3,16
16,2,3,0,0,0,0,0,1,4,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,8,7,3,6,4,5,1,5,6,4,2,3,16
16,3,1,0,1,1,-1,1,0,4,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,8,7,3,6,4,5,1,5,6,4,2,3,16
16,3,2,1,-1,1,1,10,0,4,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,8,7,3,6,4,5,1,5,6,4,2,3,16
16,3,3,0,0,0,0,0,1,4,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,8,7,3,6,4,5,1,5,6,4,2,3,16
16,4,1,0,1,1,1,1,0,4,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,8,7,3,6,4,5,1,5,6,4,2,3,16
16,4,2,1,-1,-1,-1,10,0,4,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,8,7,3,6,4,5,1,5,6,4,2,3,16
16,4,3,0,0,0,0,0,1,4,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,8,7,3,6,4,5,1,5,6,4,2,3,16
17,1,1,1,-1,-1,1,3,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,8,4,5,6,3,1,3,5,6,2,4,1,17
17,1,2,0,1,-1,1,1,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,8,4,5,6,3,1,3,5,6,2,4,1,17
17,1,3,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,8,4,5,6,3,1,3,5,6,2,4,1,17
17,2,1,1,1,-1,-1,10,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,8,4,5,6,3,1,3,5,6,2,4,1,17
17,2,2,0,-1,1,-1,1,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,8,4,5,6,3,1,3,5,6,2,4,1,17
17,2,3,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,8,4,5,6,3,1,3,5,6,2,4,1,17
17,3,1,1,1,1,1,10,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,8,4,5,6,3,1,3,5,6,2,4,1,17
17,3,2,0,-1,1,-1,1,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,8,4,5,6,3,1,3,5,6,2,4,1,17
17,3,3,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,8,4,5,6,3,1,3,5,6,2,4,1,17
17,4,1,0,-1,-1,-1,1,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,8,4,5,6,3,1,3,5,6,2,4,1,17
17,4,2,1,1,-1,1,3,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,8,4,5,6,3,1,3,5,6,2,4,1,17
17,4,3,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,8,4,5,6,3,1,3,5,6,2,4,1,17
18,1,1,1,-1,-1,-1,6,0,4,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,5,4,1,6,3,8,1,5,2,6,4,3,18
18,1,2,0,1,1,1,6,0,4,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,5,4,1,6,3,8,1,5,2,6,4,3,18
18,1,3,0,0,0,0,0,1,4,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,5,4,1,6,3,8,1,5,2,6,4,3,18
18,2,1,0,-1,1,1,10,0,4,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,5,4,1,6,3,8,1,5,2,6,4,3,18
18,2,2,1,1,-1,-1,3,0,4,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,5,4,1,6,3,8,1,5,2,6,4,3,18
18,2,3,0,0,0,0,0,1,4,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,5,4,1,6,3,8,1,5,2,6,4,3,18
18,3,1,0,1,1,-1,1,0,4,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,5,4,1,6,3,8,1,5,2,6,4,3,18
18,3,2,0,-1,1,1,10,0,4,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,5,4,1,6,3,8,1,5,2,6,4,3,18
18,3,3,1,0,0,0,0,1,4,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,5,4,1,6,3,8,1,5,2,6,4,3,18
18,4,1,0,1,1,1,1,0,4,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,5,4,1,6,3,8,1,5,2,6,4,3,18
18,4,2,1,-1,-1,-1,10,0,4,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,5,4,1,6,3,8,1,5,2,6,4,3,18
18,4,3,0,0,0,0,0,1,4,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999,7,2,5,4,1,6,3,8,1,5,2,6,4,3,18
19,1,1,1,-1,1,1,6,0,1,-999,-999,-999,-999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,7,5,2,6,3,4,1,3,2,6,4,5,19
19,1,2,0,1,1,-1,1,0,1,-999,-999,-999,-999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,7,5,2,6,3,4,1,3,2,6,4,5,19
19,1,3,0,0,0,0,0,1,1,-999,-999,-999,-999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,7,5,2,6,3,4,1,3,2,6,4,5,19
