Number,cset,alt,Choice,CL,SS,SOS,COST,SQ,Block,Q6K1,Q6K2,Q6K3,Q6K4,Age1,Age2,Age3,Edu1,Edu2,Edu3,Tin1,Tin2,FRB,size1,size2,AMED,Quant1,Quant2,Quant3,Quant4,Benefit1,Benefit2,Benefit3,Gender1,Gender2,Q5M1,Q5M2,Q5M3,Q5M4,Q5M5,Q5M6,Q5M7,Q5M8,Q9Ct,Q9LY,Q9F,Q9AT,Q9R,Q9VB,Q9MH,Q9PP,Q10TF,Q10CH,Q10SG,Q10T,Q10AT,Q10CP,Old_Number
19,2,1,0,1,1,1,3,0,1,-999,-999,-999,-999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,7,5,2,6,3,4,1,3,2,6,4,5,19
19,2,2,1,-1,-1,-1,10,0,1,-999,-999,-999,-999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,7,5,2,6,3,4,1,3,2,6,4,5,19
19,2,3,0,0,0,0,0,1,1,-999,-999,-999,-999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,7,5,2,6,3,4,1,3,2,6,4,5,19
19,3,1,1,1,-1,-1,10,0,1,-999,-999,-999,-999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,7,5,2,6,3,4,1,3,2,6,4,5,19
19,3,2,0,-1,1,1,3,0,1,-999,-999,-999,-999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,7,5,2,6,3,4,1,3,2,6,4,5,19
19,3,3,0,0,0,0,0,1,1,-999,-999,-999,-999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,7,5,2,6,3,4,1,3,2,6,4,5,19
19,4,1,1,-1,1,1,6,0,2,-999,-999,-999,-999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,7,5,2,6,3,4,1,3,2,6,4,5,19
19,4,2,0,1,-1,-1,6,0,2,-999,-999,-999,-999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,7,5,2,6,3,4,1,3,2,6,4,5,19
19,4,3,0,0,0,0,0,1,2,-999,-999,-999,-999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,7,5,2,6,3,4,1,3,2,6,4,5,19
20,1,1,1,1,-1,-1,3,0,2,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,8,7,3,5,6,4,1,2,6,3,5,4,19
20,1,2,0,-1,1,1,6,0,2,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,8,7,3,5,6,4,1,2,6,3,5,4,19
20,1,3,0,0,0,0,0,1,2,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,8,7,3,5,6,4,1,2,6,3,5,4,19
20,2,1,0,-1,1,-1,1,0,1,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,8,7,3,5,6,4,1,2,6,3,5,4,19
20,2,2,1,1,-1,1,10,0,1,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,8,7,3,5,6,4,1,2,6,3,5,4,19
20,2,3,0,0,0,0,0,1,1,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,8,7,3,5,6,4,1,2,6,3,5,4,19
20,3,1,0,1,-1,1,3,0,2,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,8,7,3,5,6,4,1,2,6,3,5,4,19
20,3,2,1,-1,-1,1,6,0,2,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,8,7,3,5,6,4,1,2,6,3,5,4,19
20,3,3,0,0,0,0,0,1,2,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,8,7,3,5,6,4,1,2,6,3,5,4,19
20,4,1,1,-1,-1,-1,6,0,2,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,8,7,3,5,6,4,1,2,6,3,5,4,19
20,4,2,0,1,1,-1,3,0,2,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,8,7,3,5,6,4,1,2,6,3,5,4,19
20,4,3,0,0,0,0,0,1,2,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,8,7,3,5,6,4,1,2,6,3,5,4,19
21,1,1,1,-1,-1,1,3,0,3,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7,6,5,2,8,3,4,1,6,4,5,2,3,20
21,1,2,0,1,-1,1,1,0,3,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7,6,5,2,8,3,4,1,6,4,5,2,3,20
21,1,3,0,0,0,0,0,1,3,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7,6,5,2,8,3,4,1,6,4,5,2,3,20
21,2,1,1,1,-1,-1,10,0,3,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7,6,5,2,8,3,4,1,6,4,5,2,3,20
21,2,2,0,-1,1,-1,1,0,3,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7,6,5,2,8,3,4,1,6,4,5,2,3,20
21,2,3,0,0,0,0,0,1,3,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7,6,5,2,8,3,4,1,6,4,5,2,3,20
21,3,1,0,1,1,1,10,0,3,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7,6,5,2,8,3,4,1,6,4,5,2,3,20
21,3,2,1,-1,1,-1,1,0,3,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7,6,5,2,8,3,4,1,6,4,5,2,3,20
21,3,3,0,0,0,0,0,1,3,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7,6,5,2,8,3,4,1,6,4,5,2,3,20
21,4,1,1,-1,-1,-1,1,0,3,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7,6,5,2,8,3,4,1,6,4,5,2,3,20
21,4,2,0,1,-1,1,3,0,3,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7,6,5,2,8,3,4,1,6,4,5,2,3,20
21,4,3,0,0,0,0,0,1,3,-999,-999,-999,-999,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7,6,5,2,8,3,4,1,6,4,5,2,3,20
22,1,1,1,-1,1,1,6,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,8,4,7,6,5,1,4,3,5,2,6,21
22,1,2,0,1,1,-1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,8,4,7,6,5,1,4,3,5,2,6,21
22,1,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,8,4,7,6,5,1,4,3,5,2,6,21
22,2,1,0,1,1,1,3,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,8,4,7,6,5,1,4,3,5,2,6,21
22,2,2,1,-1,-1,-1,10,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,8,4,7,6,5,1,4,3,5,2,6,21
22,2,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,8,4,7,6,5,1,4,3,5,2,6,21
22,3,1,1,1,-1,-1,10,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,8,4,7,6,5,1,4,3,5,2,6,21
22,3,2,0,-1,1,1,3,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,8,4,7,6,5,1,4,3,5,2,6,21
22,3,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,8,4,7,6,5,1,4,3,5,2,6,21
22,4,1,0,-1,1,-1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,8,4,7,6,5,1,4,3,5,2,6,21
22,4,2,1,1,-1,1,10,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,8,4,7,6,5,1,4,3,5,2,6,21
22,4,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,8,4,7,6,5,1,4,3,5,2,6,21
23,1,1,1,-1,-1,1,3,0,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,8,6,2,4,7,5,3,2,1,6,4,5,22
23,1,2,0,1,-1,1,1,0,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,8,6,2,4,7,5,3,2,1,6,4,5,22
23,1,3,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,8,6,2,4,7,5,3,2,1,6,4,5,22
23,2,1,0,1,-1,-1,10,0,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,8,6,2,4,7,5,3,2,1,6,4,5,22
23,2,2,1,-1,1,-1,1,0,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,8,6,2,4,7,5,3,2,1,6,4,5,22
23,2,3,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,8,6,2,4,7,5,3,2,1,6,4,5,22
23,3,1,1,1,1,1,10,0,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,8,6,2,4,7,5,3,2,1,6,4,5,22
23,3,2,0,-1,1,-1,1,0,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,8,6,2,4,7,5,3,2,1,6,4,5,22
23,3,3,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,8,6,2,4,7,5,3,2,1,6,4,5,22
23,4,1,0,-1,-1,-1,1,0,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,8,6,2,4,7,5,3,2,1,6,4,5,22
23,4,2,1,1,-1,1,3,0,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,8,6,2,4,7,5,3,2,1,6,4,5,22
23,4,3,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,8,6,2,4,7,5,3,2,1,6,4,5,22
24,1,1,0,-1,1,1,6,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,8,6,2,4,7,3,1,5,2,3,6,4,23
24,1,2,0,1,1,-1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,8,6,2,4,7,3,1,5,2,3,6,4,23
24,1,3,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,8,6,2,4,7,3,1,5,2,3,6,4,23
24,2,1,0,1,1,1,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,8,6,2,4,7,3,1,5,2,3,6,4,23
24,2,2,1,-1,-1,-1,10,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,8,6,2,4,7,3,1,5,2,3,6,4,23
24,2,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,8,6,2,4,7,3,1,5,2,3,6,4,23
24,3,1,1,1,-1,-1,10,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,8,6,2,4,7,3,1,5,2,3,6,4,23
24,3,2,0,-1,1,1,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,8,6,2,4,7,3,1,5,2,3,6,4,23
24,3,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,8,6,2,4,7,3,1,5,2,3,6,4,23
24,4,1,0,-1,1,-1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,8,6,2,4,7,3,1,5,2,3,6,4,23
24,4,2,0,1,-1,1,10,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,8,6,2,4,7,3,1,5,2,3,6,4,23
24,4,3,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,1,8,6,2,4,7,3,1,5,2,3,6,4,23
25,1,1,0,-1,1,1,6,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,8,1,2,3,4,7,5,6,1,6,4,3,5,2,24
25,1,2,1,1,-1,-1,6,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,8,1,2,3,4,7,5,6,1,6,4,3,5,2,24
25,1,3,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,8,1,2,3,4,7,5,6,1,6,4,3,5,2,24
25,2,1,0,1,-1,-1,3,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,8,1,2,3,4,7,5,6,1,6,4,3,5,2,24
25,2,2,0,-1,1,1,6,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,8,1,2,3,4,7,5,6,1,6,4,3,5,2,24
25,2,3,1,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,8,1,2,3,4,7,5,6,1,6,4,3,5,2,24
25,3,1,0,1,-1,1,3,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,8,1,2,3,4,7,5,6,1,6,4,3,5,2,24
25,3,2,0,-1,-1,1,6,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,8,1,2,3,4,7,5,6,1,6,4,3,5,2,24
25,3,3,1,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,8,1,2,3,4,7,5,6,1,6,4,3,5,2,24
25,4,1,1,-1,-1,-1,6,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,8,1,2,3,4,7,5,6,1,6,4,3,5,2,24
25,4,2,0,1,1,-1,3,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,8,1,2,3,4,7,5,6,1,6,4,3,5,2,24
25,4,3,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,8,1,2,3,4,7,5,6,1,6,4,3,5,2,24
26,1,1,1,-1,1,1,6,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8,5,2,3,4,6,1,5,2,6,3,4,25
26,1,2,0,1,1,-1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8,5,2,3,4,6,1,5,2,6,3,4,25
26,1,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8,5,2,3,4,6,1,5,2,6,3,4,25
26,2,1,0,1,1,1,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8,5,2,3,4,6,1,5,2,6,3,4,25
26,2,2,1,-1,-1,-1,10,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8,5,2,3,4,6,1,5,2,6,3,4,25
26,2,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8,5,2,3,4,6,1,5,2,6,3,4,25
26,3,1,1,1,-1,-1,10,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8,5,2,3,4,6,1,5,2,6,3,4,25
26,3,2,0,-1,1,1,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8,5,2,3,4,6,1,5,2,6,3,4,25
26,3,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8,5,2,3,4,6,1,5,2,6,3,4,25
26,4,1,0,-1,1,-1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8,5,2,3,4,6,1,5,2,6,3,4,25
26,4,2,1,1,-1,1,10,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8,5,2,3,4,6,1,5,2,6,3,4,25
26,4,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8,5,2,3,4,6,1,5,2,6,3,4,25
27,1,1,0,-1,-1,1,3,0,3,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,3,6,4,1,7,8,2,6,5,3,4,1,26
27,1,2,0,1,-1,1,1,0,3,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,3,6,4,1,7,8,2,6,5,3,4,1,26
27,1,3,1,0,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,3,6,4,1,7,8,2,6,5,3,4,1,26
27,2,1,0,1,-1,-1,10,0,3,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,3,6,4,1,7,8,2,6,5,3,4,1,26
27,2,2,0,-1,1,-1,1,0,3,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,3,6,4,1,7,8,2,6,5,3,4,1,26
27,2,3,1,0,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,3,6,4,1,7,8,2,6,5,3,4,1,26
27,3,1,0,-1,1,1,6,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,3,6,4,1,7,8,2,6,5,3,4,1,26
27,3,2,1,1,-1,-1,6,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,3,6,4,1,7,8,2,6,5,3,4,1,26
27,3,3,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,3,6,4,1,7,8,2,6,5,3,4,1,26
27,4,1,0,1,-1,-1,3,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,3,6,4,1,7,8,2,6,5,3,4,1,26
27,4,2,0,-1,1,1,6,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,3,6,4,1,7,8,2,6,5,3,4,1,26
27,4,3,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,3,6,4,1,7,8,2,6,5,3,4,1,26
28,1,1,1,1,1,1,10,0,3,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,4,8,5,1,6,2,3,5,4,6,1,2,3,26
28,1,2,0,-1,1,-1,1,0,3,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,4,8,5,1,6,2,3,5,4,6,1,2,3,26
28,1,3,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,4,8,5,1,6,2,3,5,4,6,1,2,3,26
28,2,1,0,-1,-1,-1,1,0,3,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,4,8,5,1,6,2,3,5,4,6,1,2,3,26
28,2,2,0,1,-1,1,3,0,3,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,4,8,5,1,6,2,3,5,4,6,1,2,3,26
28,2,3,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,4,8,5,1,6,2,3,5,4,6,1,2,3,26
28,3,1,0,1,-1,1,3,0,2,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,4,8,5,1,6,2,3,5,4,6,1,2,3,26
28,3,2,0,-1,-1,1,6,0,2,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,4,8,5,1,6,2,3,5,4,6,1,2,3,26
28,3,3,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,4,8,5,1,6,2,3,5,4,6,1,2,3,26
28,4,1,1,-1,-1,-1,6,0,2,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,4,8,5,1,6,2,3,5,4,6,1,2,3,26
28,4,2,0,1,1,-1,3,0,2,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,7,4,8,5,1,6,2,3,5,4,6,1,2,3,26
